Date, scanner, mean_snr, mean_tsnr
2024-11-01, fmrif3td, 276.06, 142.34
2024-11-02, fmrif3td, 297.71, 144.28
2024-11-04, fmrif3td, 276.72, 135.03
2024-11-05, fmrif3td, 278.48, 147.96
2024-11-06, fmrif3td, 294.55, 145.64
2024-11-07, fmrif3td, 277.07, 140.21
2024-11-09, fmrif3td, 279.1, 141.32
2024-11-10, fmrif3td, 306.52, 145.41
2024-11-12, fmrif3td, 293.4, 132.73
2024-11-13, fmrif3td, 282.07, 138.18
2024-11-14, fmrif3td, 282.43, 135.89
2024-11-15, fmrif3td, 268.82, 138.31
2024-11-16, fmrif3td, 273.78, 150.04
2024-11-17, fmrif3td, 281.99, 142.84
2024-11-18, fmrif3td, 279.34, 137.69
2024-11-19, fmrif3td, 278.18, 145.31
2024-11-20, fmrif3td, 289.38, 152.85
2024-11-21, fmrif3td, 280.98, 136.63
2024-11-22, fmrif3td, 285.1, 143.22
2024-11-23, fmrif3td, 274.65, 139.95
2024-11-24, fmrif3td, 274.99, 145.06
2024-11-25, fmrif3td, 275.92, 137.9
2024-11-26, fmrif3td, 276.89, 143.8
2024-11-27, fmrif3td, 279.2, 140.71
2024-11-29, fmrif3td, 275.43, 147.99
2024-12-02, fmrif3td, 278.32, 140.26
2024-12-03, fmrif3td, 280.31, 137.43
2024-12-04, fmrif3td, 274.75, 142.8
